Patient,endothelial,epithelial,fibroblast,immune,stromal
161,0.017195767195767195,0.5512566137566137,0.20403439153439154,0.007275132275132275,0.22023809523809523
163,0.019664268585131893,0.16211031175059953,0.45275779376498804,0.029256594724220625,0.33621103117505996
164,0.004966887417218543,0.42632450331125826,0.5637417218543046,,0.004966887417218543
165,0.019316493313521546,0.1686478454680535,0.6768202080237742,0.05572065378900446,0.07949479940564635
166,0.013163867453472538,0.6209714026327735,0.22151611438946892,0.004539264639128461,0.1398093508851566
168,0.004086181277860327,0.5791233283803864,0.17533432392273401,0.043833580980683504,0.1976225854383358
169,0.004139358399448086,0.40186271127975165,0.04553294239392894,0.0010348395998620215,0.5474301483270093
17,0.012760241773002015,0.847548690396239,0.11517797179314976,0.019476158495634655,0.005036937541974479
170,0.019404019404019403,0.7678447678447679,0.2072072072072072,0.002772002772002772,0.002772002772002772
171,0.004035874439461884,0.2282511210762332,0.11838565022421525,0.0013452914798206279,0.647982062780269
172,0.0013215859030837004,0.35286343612334803,0.07797356828193833,0.0004405286343612335,0.5674008810572687
174,0.00031104199066874026,0.8136858475894245,0.04416796267496112,0.006531881804043546,0.13530326594090203
176,0.03898939488459139,0.28041172800998126,0.025577043044291953,0.0015595757953836558,0.6534622582657517
178,0.00324254215304799,0.0927367055771725,0.08430609597924774,,0.8197146562905318
179,0.05080545229244114,0.5597893432465924,0.14312267657992564,0.21313506815365552,0.03314745972738538
18,0.0014534883720930232,0.06976744186046512,0.04505813953488372,0.003633720930232558,0.8800872093023255
180,0.026842105263157896,0.7826315789473685,0.10421052631578948,0.06947368421052631,0.016842105263157894
182,,0.7422520661157025,0.07747933884297521,0.0005165289256198347,0.1797520661157025
183,0.0054249547920434,0.29053646775165765,0.16576250753465943,0.02591922845087402,0.5123568414707655
184,0.009577970667464832,0.13289434301107453,0.06554923675546244,0.2439389404369949,0.5480395091290033
186,0.025076673281616453,0.4484935955258885,0.06386433339346924,0.28522460761320584,0.17734079018581994
187,,,0.4420289855072464,,0.5579710144927537
188,0.0008291873963515755,0.30016583747927034,0.5514096185737977,,0.14759535655058043
189,0.0015929908403026682,0.5209080047789725,0.07845479888490642,,0.39904420549581837
19,0.004771642808452625,0.5310156782549421,0.14519427402862986,0.0023858214042263124,0.3166325835037491
190,0.001584786053882726,0.22820919175911253,0.38114104595879555,0.14896988906497624,0.24009508716323297
191,0.010824022346368716,0.7967877094972067,0.08100558659217877,0.049231843575418995,0.06215083798882681
192,0.013761467889908258,0.44495412844036697,0.24587155963302754,0.008256880733944955,0.2871559633027523
193,0.09774990778310587,0.007746219107340465,0.3600147547030616,0.06639616377720399,0.46809295462928807
194,0.004754358161648178,0.24247226624405704,0.6798732171156894,0.058637083993660855,0.014263074484944533
196,0.0028089887640449437,0.25,0.09176029962546817,0.015917602996254682,0.6395131086142322
198,0.006539000467071462,0.15506772536198038,0.020551144325081736,0.004670714619336758,0.8131714152265297
199,0.006233766233766234,0.48363636363636364,0.42753246753246754,0.0025974025974025974,0.08
2,0.012664393570384803,0.40379931807111547,0.2513395031660984,0.017048222113979543,0.3151485630784218
200,0.006007646095030038,0.523211359912616,0.1916985253959585,0.002730748225013654,0.2763517203713818
201,0.04688950789229341,0.45264623955431754,0.4452181987000928,0.03574744661095636,0.019498607242339833
202,0.011655011655011656,0.7020979020979021,0.2717948717948718,0.005128205128205128,0.009324009324009324
205,0.0018270401948842874,0.6985383678440926,0.24604141291108406,0.020097442143727162,0.03349573690621194
206,0.00133422281521014,0.533689126084056,0.04469646430953969,0.12608405603735823,0.2941961307538359
207,0.004891969017529555,0.5743986954749286,0.32898491642886263,0.027721157766000815,0.06400326131267835
208,0.03234686854783207,0.3943565037852719,0.4865794907088782,0.014452856159669649,0.07226428079834825
209,0.0013449899125756557,0.4929388029589778,0.24075319435104237,,0.2649630127774042
21,0.02564102564102564,0.34375,0.48157051282051283,0.07051282051282051,0.07852564102564102
210,0.01694915254237288,0.14565677966101695,0.2219279661016949,0.010063559322033898,0.6054025423728814
211,0.01026811180832858,0.49229891614375354,0.13405590416428978,0.0017113519680547634,0.3616657159155733
213,0.0036463081130355514,0.5606198723792161,0.4211485870556062,0.004557885141294439,0.010027347310847767
214,,0.2694980694980695,0.5915057915057915,0.006177606177606178,0.13281853281853281
215,0.008106543138390272,0.3167342211928199,0.5165026056745802,0.012159814707585408,0.1464968152866242
216,0.007985257985257985,0.4146191646191646,0.05466830466830467,0.0006142506142506142,0.5221130221130221
217,0.0031598904571308196,0.2871287128712871,0.1691594691384032,0.05687802822835475,0.4836738993048241
219,0.020297029702970298,0.3178217821782178,0.25643564356435644,0.022277227722772276,0.3831683168316832
222,0.02190362405416169,0.7096774193548387,0.06969334926324174,0.016726403823178016,0.18199920350457985
223,0.0024473813020068525,0.4997552618697993,0.06363191385217817,,0.43416544297601567
224,0.01238390092879257,0.22213622291021673,0.2043343653250774,0.1130030959752322,0.4481424148606811
225,0.016891891891891893,0.6000844594594594,0.015202702702702704,0.0004222972972972973,0.36739864864864863
226,0.004456094364351245,0.9619921363040629,0.005242463958060288,0.007601572739187418,0.02070773263433814
227,0.0007230657989877079,0.6514822848879248,0.10918293564714389,0.0021691973969631237,0.23644251626898047
229,0.00209819555182543,0.8741082668904742,0.002517834662190516,,0.12127570289550986
23,0.01485655737704918,0.39190573770491804,0.38985655737704916,0.14344262295081966,0.05993852459016393
230,0.046840958605664486,0.2369281045751634,0.6399782135076253,0.054466230936819175,0.02178649237472767
232,0.01020986954055587,0.4163357912648894,0.09926262053318208,0.003970504821327283,0.4702212138400454
233,0.033950617283950615,0.43703703703703706,0.3395061728395062,0.18518518518518517,0.004320987654320987
234,0.018983807928531545,0.8492462311557789,0.06420993858179788,0.01340033500837521,0.05415968732551647
236,0.014526710402999063,0.36082474226804123,0.4062792877225867,0.0037488284910965324,0.21462043111527648
237,0.006727534839019702,0.1782796732340221,0.3772224891878904,0.025949062950504566,0.41182123978856316
238,0.012152777777777778,0.5483630952380952,0.2527281746031746,0.016617063492063492,0.1701388888888889
24,0.0011074197120708748,0.5038759689922481,0.10520487264673312,,0.38981173864894797
240,0.03641304347826087,0.7516304347826087,0.12445652173913044,0.03369565217391304,0.05380434782608696
241,0.02878787878787879,0.6823232323232323,0.2292929292929293,0.021717171717171718,0.03787878787878788
242,0.012738853503184714,0.589171974522293,0.25,0.10987261146496816,0.03821656050955414
243,0.0472972972972973,0.3277027027027027,0.375,0.06587837837837837,0.18412162162162163
244,0.004866180048661801,0.36739659367396593,0.4744525547445255,0.0008110300081103001,0.15247364152473641
245,0.020126509488211614,0.015526164462334674,0.17883841288096608,0.012075905692926969,0.7734330074755607
246,0.011904761904761904,0.8591269841269841,0.06547619047619048,0.003968253968253968,0.05952380952380952
247,0.015421521590130226,0.3560657984921179,0.19191226867717615,0.0027416038382453737,0.43385880740233035
248,0.0017513134851138354,0.30823117338003503,0.0595446584938704,0.01576182136602452,0.6147110332749562
25,,0.8937555489789879,0.031074282332050902,0.0002959455460195324,0.0748742231429417
250,0.0054525627044711015,0.4089422028353326,0.37840785169029445,0.006543075245365322,0.20065430752453653
251,,0.12896622313203684,0.19242579324462641,0.0020470829068577278,0.676560900716479
252,0.0030809859154929575,0.4498239436619718,0.07658450704225352,0.009683098591549295,0.4608274647887324
253,0.0020161290322580645,0.5070564516129032,0.1350806451612903,0.0020161290322580645,0.3538306451612903
254,0.021285653469561516,0.3933588761174968,0.24904214559386972,0.005959982971477224,0.33035334184759474
256,0.01590713671539123,0.33920894239036975,0.36156491831470333,0.0021496130696474634,0.28116938950988823
257,0.007036059806508356,0.6751685722661976,0.028144239226033423,0.005277044854881266,0.28437408384637936
258,0.004929143561306223,0.4651879235982748,0.07825015403573629,0.0061614294516327784,0.4454713493530499
259,,0.7050919377652051,0.20226308345120225,0.06258840169731258,0.030056577086280057
26,0.001763668430335097,0.6375661375661376,0.31040564373897706,0.0026455026455026454,0.047619047619047616
260,0.009698825931597753,0.697294538029607,0.24247064828994386,0.012761613067891782,0.03777437468095967
261,0.019261637239165328,0.5445425361155698,0.02608346709470305,0.1115569823434992,0.2985553772070626
265,0.010526315789473684,0.18947368421052632,0.18947368421052632,0.010526315789473684,0.6
267,0.005087209302325582,0.5777616279069767,0.1119186046511628,0.003633720930232558,0.3015988372093023
269,0.015897755610972567,0.6265586034912718,0.192643391521197,0.00529925187032419,0.1596009975062344
27,0.010922992900054615,0.7367558711086838,0.1370835608956854,0.0010922992900054614,0.11414527580557073
270,0.04043998705920414,0.6538337107732125,0.07699773536072468,0.14073115496603042,0.08799741184082821
272,0.0039001560062402497,0.12714508580343215,0.7472698907956318,0.06006240249609984,0.06162246489859594
274,,0.06542056074766354,0.5163551401869159,0.037383177570093455,0.3808411214953271
276,0.02053915275994865,0.8539794608472401,0.035622593068035946,0.01540436456996149,0.07445442875481387
28,0.00451693851944793,0.47452948557089086,0.34429109159347554,0.0075282308657465494,0.16913425345043914
282,0.007563479200432199,0.6785521339816315,0.20097244732576985,0.0032414910858995136,0.10967044840626688
283,0.009513742071881607,,0.022727272727272728,0.0005285412262156448,0.96723044397463
284,0.008188331627430911,0.3367451381780962,0.3623336745138178,0.13715455475946775,0.1555783009211873
285,0.000649772579597141,0.7605588044184536,0.20565302144249512,0.005847953216374269,0.02729044834307992
29,,0.2381596752368065,0.016238159675236806,,0.7456021650879567
3,0.008620689655172414,0.09655172413793103,0.7689655172413793,0.0008620689655172414,0.125
31,0.0009019843656043296,0.5189416716776909,0.09861695730607337,,0.38153938665063136
33,0.0297029702970297,0.1898868458274399,0.28253182461103254,0.2698019801980198,0.22807637906647807
34,0.0016519823788546256,0.4950440528634361,0.44162995594713655,0.011563876651982379,0.05011013215859031
37,0.010343206393982134,0.7202632816173014,0.11706629055007052,0.003291020216267043,0.14903620122237893
38,0.04185022026431718,0.637114537444934,0.0605726872246696,0.042400881057268726,0.21806167400881057
39,0.023785425101214574,0.5799595141700404,0.28694331983805665,,0.10931174089068826
4,0.01540436456996149,0.4150620453572957,0.5678219940094138,,0.0017115960633290544
40,0.0015282730514518594,0.47274579724910853,0.1889964340295466,0.043301069791136015,0.293428425878757
41,0.0008233841086867024,0.7274598600247015,0.11486208316179498,,0.1568546727048168
42,0.014592933947772658,0.5476190476190477,0.130568356374808,0.0038402457757296467,0.3033794162826421
43,0.014607425441265977,0.14120511259890445,0.10651247717589775,0.41509433962264153,0.3225806451612903
44,0.022820629849383843,0.6677316293929713,0.1378366042902784,0.0009128251939753537,0.17069831127339113
45,0.0074503311258278145,0.28021523178807944,0.0028973509933774835,0.0028973509933774835,0.7065397350993378
46,0.011131725417439703,0.37012987012987014,0.048701298701298704,0.044990723562152134,0.5250463821892394
47,0.020843924758515507,0.2836807320793086,0.5932892730045755,0.08439247585155059,0.017793594306049824
48,0.008133387555917039,0.4371695811305409,0.02887352582350549,0.004066693777958519,0.5217568117120781
50,0.018344519015659956,0.017002237136465325,0.6058165548098434,0.11767337807606264,0.2411633109619687
51,0.004850444624090542,0.3945028294260307,0.15198059822150364,0.010509296685529508,0.4381568310428456
53,0.0044742729306487695,0.40324384787472034,0.20749440715883669,0.0005592841163310962,0.38422818791946306
54,0.019130434782608695,0.2582608695652174,0.033478260869565214,0.003043478260869565,0.6860869565217391
55,,0.4128521126760563,0.511443661971831,0.018485915492957746,0.05721830985915493
56,0.0007616146230007616,0.341964965727342,0.10624523990860625,0.026275704493526276,0.5247524752475248
57,0.008290155440414507,0.18549222797927462,0.24248704663212436,0.06839378238341969,0.49533678756476685
58,0.0020817069997397866,0.7759562841530054,0.012230028623471247,0.0468384074941452,0.1628935727296383
59,0.030914826498422712,0.29905362776025235,0.004100946372239748,0.0003154574132492114,0.6656151419558359
6,0.0014234875444839859,0.0014234875444839859,0.35658362989323844,0.01494661921708185,0.6256227758007118
60,0.005067567567567568,0.02364864864864865,0.4724099099099099,,0.4988738738738739
61,0.006752608962553714,0.0006138735420503376,0.2952731737262124,0.006138735420503376,0.6912216083486802
63,0.005119453924914676,0.8648464163822526,0.06279863481228669,0.008191126279863481,0.059044368600682594
64,0.027080581241743725,0.3956406869220608,0.142998678996037,0.0440885072655218,0.3901915455746367
67,0.01464354527938343,0.2836223506743738,0.3626204238921002,0.2886319845857418,0.05048169556840077
68,0.008900523560209424,0.4884816753926702,0.3879581151832461,0.008376963350785341,0.10628272251308901
7,0.001009421265141319,0.5040376850605652,0.05450874831763122,0.001009421265141319,0.43943472409152085
70,,0.32221283783783783,0.11908783783783784,0.07179054054054054,0.48690878378378377
71,0.027163613392293114,0.5173720783322805,0.12823752368919772,,0.32722678458622867
72,0.0026371308016877636,0.75,0.18618143459915612,0.0290084388185654,0.03217299578059072
73,0.004448398576512456,0.4488434163701068,0.28558718861209964,0.1045373665480427,0.15658362989323843
74,0.0017953321364452424,0.9425493716337523,0.040694195092758824,0.0047875523638539795,0.010173548773189706
75,0.012933568489124045,0.47854203409758966,0.12757201646090535,0.284538506760729,0.09641387419165197
77,,0.0016090104585679806,0.502815768302494,0.008849557522123894,0.48672566371681414
8,0.008248730964467006,0.01903553299492386,0.8267766497461929,0.015228426395939087,0.13071065989847716
80,0.024721543058951374,0.49660418364574843,0.27030698179842433,0.0019016571583808748,0.20646563433849496
81,0.0004580852038479157,0.6912505726065048,0.18873110398534126,,0.119560238204306
82,0.036991670749632534,0.0881920627143557,0.054875061244487995,0.1533561979421852,0.6665850073493386
83,0.007569204152249135,0.20242214532871972,0.1554930795847751,0.25908304498269896,0.3754325259515571
84,0.001851851851851852,0.009259259259259259,0.1259259259259259,0.08703703703703704,0.7759259259259259
86,0.015605493133583021,0.31086142322097376,0.10486891385767791,0.0018726591760299626,0.5667915106117354
87,0.005249343832020997,0.5846456692913385,0.38648293963254593,,0.023622047244094488
89,0.0015503875968992248,0.30749354005167956,0.016020671834625324,0.046511627906976744,0.6284237726098191
9,0.0009337068160597573,0.7408963585434174,0.1484593837535014,,0.10971055088702147
90-13787-A,0.0031128404669260703,0.1888456549935149,0.21089494163424125,0.16342412451361868,0.4337224383916991
90-21775-1C,0.04759319580166486,0.5130293159609121,0.4069851610568223,0.027506333695258775,0.004885993485342019
90-526-2M,0.001536983669548511,0.5829010566762728,0.15465898174831894,0.03170028818443804,0.22920268972142172
90-8392-1A,0.0028368794326241137,0.4229529335912315,0.21586073500967118,0.14468085106382977,0.21366860090264345
91,0.0044233807266982625,0.7560821484992101,0.21706161137440758,0.001263823064770932,0.021169036334913113
91-14419-FSC,,0.06593406593406594,0.04395604395604396,0.02197802197802198,0.8681318681318682
91-19553-2A,0.014879816863792446,0.8922803001398957,0.05112552460892789,0.009538344143456695,0.032176014243927256
91-21790-2D,0.008102822017323274,0.6680637049455155,0.13020396758871194,0.032411288069293095,0.16121821737915618
91-4045-F,0.004473558076370027,0.66416360440965,0.1108803323214571,0.04968844863396709,0.17079405655855567
92-10570-2E,0.0034588777863182167,0.3066871637202152,0.14930822444273636,0.06072252113758647,0.4798232129131437
92-16604-B,0.0053475935828877,0.3416348357524828,0.009778456837280366,0.08708938120702826,0.5561497326203209
92-20731-A,0.0014456089627755693,0.4588001445608963,0.03740513191181785,0.24731960004818695,0.25502951451632333
92-28299-1B,0.018904507998061076,0.43092583616093066,0.21303926320891906,0.048230731943771206,0.28889966068831796
93-15874-A,0.0002588326646822829,0.6271515465251715,0.01617704154264268,0.030930503429532807,0.32548207583797073
93-21557-1A,0.0012065960584528757,0.4059525405550342,0.1418420699825714,0.2641104705724628,0.18688832283147874
93-24333-1B,0.004298764105319721,0.2649113379903278,0.19828049435787212,0.3524986566362171,0.1800107469102633
93-9531-1A,0.006634721710283818,0.850718761518614,0.058975304091411725,0.0007371913011426465,0.08293402137854773
94,0.013957676722197209,0.6816749212066636,0.2089149031967582,0.062134173795587576,0.033318325078793336
94-2575-1B,0.006666666666666667,0.05333333333333334,0.07333333333333333,,0.8666666666666667
94-3557-A,0.0007057163020465773,0.5596330275229358,0.40225829216654907,0.007057163020465773,0.030345800988002825
94-6524-1F,0.01903995709305444,0.21319388576025744,0.1024403325288281,0.28104049342987397,0.3842853311879861
94-7523-1B,0.006628314157078539,0.73911955977989,0.10042521260630315,0.016508254127063533,0.13731865932966483
95,0.00535475234270415,0.5876840696117804,0.37304774654172246,0.009817045961624275,0.024096385542168676
95-12547-3A,0.0021016681991330617,0.42466833048732433,0.09037173256272166,0.10547747274399054,0.37738079600683044
96-14307-G,0.02489780750650316,0.5804533630620587,0.15607580824972128,0.03678929765886288,0.20178372352285395
96-17407-C,0.058568777067436587,0.6504433903897711,0.1497215920808414,0.03382140647556197,0.10744483398638895
96-9792-1I,0.009202023040179827,0.3898567013205957,0.25217757797134027,0.18614779432424838,0.16261590334363585
97,0.002835873803615739,0.6168025522864232,0.2250974831619993,0.004253810705423609,0.1510102800425381
97-11719-4D,0.029271613342409804,0.29009044053291844,0.39677137022269765,0.16318195079257025,0.12068462510940386
97-15244-1H,0.027076222980659842,0.6746302616609784,0.00955631399317406,0.127872582480091,0.1608646188850967
97-17471-1D,0.01341054556537641,0.4751600121914051,0.49649497104541296,0.004571776897287412,0.010362694300518135
97-19088-2K,0.006498194945848376,0.7566787003610108,0.14416365824308064,0.039229843561973524,0.053429602888086646
97-8115-B,0.014794520547945205,0.7945205479452054,0.03780821917808219,0.001095890410958904,0.15178082191780823
98,0.0045362903225806455,0.6935483870967742,0.08417338709677419,0.0010080645161290322,0.21673387096774194
98-10384-2E,0.016731141199226307,0.512669245647969,0.45502901353965186,0.01276595744680851,0.002804642166344294
98-15913-C,0.006214536611726561,0.8827343961091597,0.06727911375303972,0.0002701972439881113,0.04350175628208592
98-22711-1F,0.013795481979651664,0.6985687187446111,0.21779617175375066,0.026038972236592517,0.043800655285394036
98-9915-4O/N,0.0840217610316341,0.05722345355631674,0.21237154946604875,0.14346161595808987,0.5029216199879105
99-23192-1B,0.05680301007403811,0.6261682242990654,0.20281587571307197,0.057895375652385,0.056317514261439494
99-3530-2D,0.014231824417009603,0.13734567901234568,0.06464334705075446,0.4849965706447188,0.29878257887517146
99-6921-F,0.01854270044398015,0.7020109689213894,0.15513188822146776,0.029772786628362496,0.09454165578480021
Apr-64,0.11862925080863712,0.6631698575050267,0.07133490689745607,0.11740536760206312,0.02946061718681703
JP-TMA2-1_scene01,0.02842514124293785,0.752295197740113,0.06320621468926553,0.012358757062146893,0.1437146892655367
JP-TMA2-1_scene02,0.02291703677384971,0.8896784508793747,0.06661929294723752,0.006750755018653402,0.014034464380884704
JP-TMA2-1_scene03,0.014826021180030256,0.9816944024205749,0.0016641452344931921,0.000907715582450832,0.000907715582450832
JP-TMA2-1_scene04,0.018835616438356163,0.3955479452054795,0.015410958904109588,0.011986301369863013,0.5582191780821918
JP-TMA2-1_scene05,0.032153032153032154,0.002849002849002849,0.9454619454619455,0.008954008954008955,0.010582010582010581
JP-TMA2-1_scene06,0.03630705394190872,0.8846818810511756,0.03613416320885201,0.042185338865836794,0.0006915629322268327
JP-TMA2-1_scene07,0.03630412141050439,0.6568962951941676,0.04701681297425978,0.14566284779050737,0.11411992263056092
JP-TMA2-1_scene08,0.0027739251040221915,0.9144706426259824,0.018030513176144243,0.006010171058714748,0.058714748035136384
JP-TMA2-1_scene09,0.020888355342136854,0.17695078031212486,0.7459783913565426,0.011764705882352941,0.04441776710684274
JP-TMA2-1_scene10,0.03146769156858035,0.0031227480182560653,0.9161662262791256,0.03146769156858035,0.017775642565457602
JP-TMA2-1_scene11,0.02306788128122245,0.0531883632089333,0.45885982956215104,0.08551278283867177,0.3793711431090214
JP-TMA2-1_scene12,0.002824858757062147,0.6252354048964218,0.014124293785310734,0.0583804143126177,0.2994350282485876
JP-TMA2-1_scene13,0.018796151264264937,0.7500559409263817,0.052360707093309464,0.016110986797941373,0.1626762139181025
JP-TMA2-1_scene14,0.016093781045102326,0.9642360421219949,0.00039737730975561295,0.009537055434134712,0.009735744089012517
JP-TMA2-1_scene15,0.05479857819905213,0.3447867298578199,0.06457345971563981,0.3166469194312796,0.21919431279620852
JP-TMA2-1_scene16,0.008048289738430584,0.8913480885311871,0.09004024144869216,0.009054325955734407,0.0015090543259557343
JP-TMA2-1_scene17,0.04107796964939822,0.6480900052328624,0.011773940345368918,0.18602825745682888,0.1130298273155416
JP-TMA2-1_scene18,0.01074938574938575,0.9284398034398035,0.0015356265356265355,0.04407248157248157,0.015202702702702704
JP-TMA2-1_scene19,0.04824719913263462,0.23328514636790748,0.610950487893025,0.05475243946512468,0.052764727141308275
JP-TMA2-1_scene20,0.00784313725490196,0.9123529411764706,0.07588235294117647,0.00392156862745098,
JP-TMA2-1_scene21,0.030643513789581207,0.7926455566905005,0.0602655771195097,0.054136874361593465,0.06230847803881512
JP-TMA2-1_scene22,0.09640203363316387,0.8279233476730543,0.005670707860774345,0.044779037935080174,0.02522487289792726
JP-TMA2-1_scene23,0.005049524179452321,0.9403767721887745,0.010681685764226064,0.008351136142940377,0.03554088172460672
JP-TMA2-1_scene24,0.014337364418401695,0.9402817603790051,0.00037401820221917467,0.029672110709387856,0.015334746290986162
