Patient,FN + FB,T cell,Vim+ FB,aSMA+ FB,endothelial,mixed FB,quies mix str,quies str
Z43,0.4062780269058296,0.014349775784753363,0.04753363228699552,0.008968609865470852,0.05022421524663677,0.06547085201793722,0.3488789237668161,0.05829596412556054
Z44,0.7800387596899225,0.0,0.14922480620155038,0.001937984496124031,0.013565891472868217,0.044573643410852716,0.01065891472868217,0.0
Z46,0.4144486692015209,0.0019011406844106464,0.11026615969581749,0.2718631178707224,0.0,0.13878326996197718,0.06273764258555133,0.0
Z47,0.5303643724696356,0.17257085020242915,0.0860323886639676,0.00354251012145749,0.10121457489878542,0.06680161943319839,0.039473684210526314,0.0
Z48,0.2883582089552239,0.2835820895522388,0.01373134328358209,0.0191044776119403,0.004776119402985075,0.39044776119402985,0.0,0.0
Z49,0.3311965811965812,0.3198005698005698,0.12357549857549857,0.02955840455840456,0.0438034188034188,0.012108262108262107,0.10363247863247864,0.03632478632478633
Z5,0.1340909090909091,0.0,0.006818181818181818,0.325,0.0,0.5272727272727272,0.006818181818181818,0.0
Z50,0.5397849462365591,0.001075268817204301,0.015053763440860216,0.00967741935483871,0.0064516129032258064,0.0,0.04247311827956989,0.38548387096774195
Z51,0.6154541346588341,0.0072300045187528245,0.12155445097153186,0.006778129236330773,0.16357885223678265,0.023045639403524627,0.05241753276095797,0.009941256213285133
Z52,0.057722308892355696,0.7581903276131046,0.059282371294851796,0.0109204368174727,0.054602184087363496,0.0,0.0405616224648986,0.0187207488299532
Z55,0.14497170222028732,0.05703090988245538,0.0056595559425337396,0.01784936874183718,0.5563778841967784,0.14671310404875926,0.07052677405311275,0.0008707009142359599
Z56,0.04791929382093316,0.3266078184110971,0.0012610340479192938,0.0031525851197982345,0.0,0.0,0.3442622950819672,0.27679697351828497
Z58,0.0026755852842809363,0.0046822742474916385,0.15852842809364548,0.05418060200668896,0.26688963210702343,0.010033444816053512,0.42474916387959866,0.0782608695652174
Z61,0.7836644591611479,0.008094186902133923,0.06622516556291391,0.017660044150110375,0.019867549668874173,0.0684326710816777,0.036055923473142015,0.0
Z62,0.5020431990659662,0.318739054290718,0.018680677174547577,0.0099241097489784,0.05312317571511967,0.021599532983070636,0.07238762405137186,0.0035026269702276708
Z64,0.3367139959432049,0.0,0.018255578093306288,0.13793103448275862,0.037525354969574036,0.31947261663286003,0.07707910750507099,0.07302231237322515
Z67,0.0,0.0,0.0,0.502127659574468,0.0,0.4978723404255319,0.0,0.0
Z69,0.34636488340192045,0.00205761316872428,0.3093278463648834,0.0054869684499314125,0.0013717421124828531,0.061042524005486966,0.2736625514403292,0.0006858710562414266
Z70,0.649016641452345,0.0,0.1588502269288956,0.012102874432677761,0.0045385779122541605,0.10136157337367625,0.06959152798789713,0.0045385779122541605
Z8,0.03882725832012678,0.05824088748019018,0.21077654516640254,0.4722662440570523,0.13312202852614896,0.01862123613312203,0.06774960380348653,0.0003961965134706815
Z9,0.013709361535448493,0.39874657265961616,0.05483744614179397,0.010575793184488837,0.25812769291030163,0.041519780650215436,0.20603211907559735,0.01645123384253819
