Patient,endothelial,epithelial,fibroblast,immune,stromal
206,0.00266844563042028,0.5030020013342228,0.2428285523682455,0.035356904603068715,0.2161440960640427
207,0.040766408479412965,0.5421932327761925,0.34569914390542195,0.016306563391765186,0.055034651447207504
208,0.05299380591878871,0.3785271851342051,0.48382656572608396,0.008258774948382657,0.07639366827253957
209,0.007397444519166106,0.5749831876260928,0.2804303967720242,0.00941492938802959,0.12777404169468728
21,0.05689102564102564,0.34294871794871795,0.4599358974358974,0.07692307692307693,0.06330128205128205
210,0.02913135593220339,0.3622881355932203,0.23622881355932204,0.014300847457627119,0.3580508474576271
211,0.019965772960638905,0.612093553907587,0.13804905875641757,0.03593839132915003,0.1939532230462065
213,0.009115770282588878,0.3919781221513218,0.5660893345487694,0.020054694621695533,0.01276207839562443
214,0.0023166023166023165,0.22162162162162163,0.637065637065637,0.013127413127413128,0.12586872586872586
215,0.01679212507237985,0.32889403590040533,0.3920092646207296,0.15286624203821655,0.10943833236826868
216,0.012899262899262898,0.5251842751842751,0.08538083538083538,0.022727272727272728,0.3538083538083538
217,0.010954286918053507,0.27301453549610283,0.23973035601432482,0.06951759005687803,0.40678323151464085
219,0.026732673267326732,0.41287128712871285,0.33663366336633666,0.02178217821782178,0.201980198019802
222,0.03464755077658303,0.6885702907208283,0.11987256073277579,0.019514137793707687,0.13739545997610514
223,0.0053842388644150755,0.5766030347528145,0.08076358296622614,0.033773861967694566,0.3034752814488497
224,0.023993808049535603,0.2585139318885449,0.19736842105263158,0.23297213622291021,0.2871517027863777
225,0.02322635135135135,0.7888513513513513,0.04265202702702703,0.009290540540540541,0.13597972972972974
226,0.03171690694626474,0.8972477064220183,0.03853211009174312,0.006290956749672346,0.02621231979030144
227,0.0014461315979754157,0.6688358640636298,0.14099783080260303,0.04121475054229935,0.1475054229934924
229,0.00629458665547629,0.9013848090642048,0.014687368862778011,0.002517834662190516,0.07511540075535039
23,0.1255122950819672,0.26844262295081966,0.3775614754098361,0.16956967213114754,0.05891393442622951
230,0.1323529411764706,0.2053376906318083,0.37037037037037035,0.27941176470588236,0.01252723311546841
232,0.022688598979013045,0.5065229722064662,0.13896766874645491,0.027793533749290982,0.3040272263187748
233,0.04506172839506173,0.4049382716049383,0.45493827160493827,0.0728395061728395,0.022222222222222223
234,0.12786152987158012,0.6923506420993858,0.07202680067001675,0.03461753210496929,0.07314349525404802
236,0.033739456419868794,0.2928772258669166,0.43580131208997186,0.004217432052483599,0.23336457357075913
237,0.013455069678039404,0.27582892839980777,0.32580490148966845,0.035559827006247,0.3493512734262374
238,0.022569444444444444,0.43278769841269843,0.3566468253968254,0.031001984126984128,0.15699404761904762
24,0.0033222591362126247,0.4584717607973422,0.21373200442967885,0.0033222591362126247,0.3211517165005537
240,0.043478260869565216,0.7070652173913043,0.14347826086956522,0.03097826086956522,0.075
241,0.11262626262626263,0.6333333333333333,0.20656565656565656,0.023232323232323233,0.024242424242424242
242,0.030254777070063694,0.589968152866242,0.2285031847133758,0.08160828025477707,0.0696656050955414
243,0.08108108108108109,0.16554054054054054,0.5472972972972973,0.03547297297297297,0.17060810810810811
244,0.010948905109489052,0.3077858880778589,0.5543390105433901,0.01338199513381995,0.11354420113544202
245,0.023576768257619323,0.776595744680851,0.09200690051753882,0.048303622771707876,0.059516963772282924
246,0.020833333333333332,0.8591269841269841,0.04861111111111111,0.030753968253968252,0.040674603174603176
247,0.02638793694311172,0.4410555174777245,0.2614804660726525,0.07436600411240575,0.19671007539410554
248,0.0017513134851138354,0.36252189141856395,0.138353765323993,0.03327495621716287,0.46409807355516636
25,0.0005918910920390648,0.9032258064516129,0.03462562888428529,0.0020716188221367266,0.05948505474992601
250,0.009269356597600873,0.5278080697928026,0.3478735005452563,0.017448200654307525,0.09760087241003272
251,0.0020470829068577278,0.24155578300921188,0.27942681678607983,0.0040941658137154556,0.4728761514841351
252,0.006602112676056338,0.590669014084507,0.0801056338028169,0.030809859154929578,0.2918133802816901
253,0.004032258064516129,0.3276209677419355,0.37298387096774194,0.017137096774193547,0.2782258064516129
254,0.04512558535547041,0.36015325670498083,0.3218390804597701,0.021711366538952746,0.2511707109408259
256,0.024935511607910577,0.32631126397248494,0.40799656061908857,0.03267411865864144,0.20808254514187446
257,0.014365288771621226,0.8246848431545002,0.03224860744649663,0.029610085019055994,0.099091175608326
258,0.0166358595194085,0.43561306223043744,0.1361675908810844,0.030807147258163893,0.3807763401109057
259,0.02050919377652051,0.6071428571428571,0.26485148514851486,0.05905233380480905,0.048444130127298445
26,0.006172839506172839,0.6014109347442681,0.318342151675485,0.03880070546737213,0.03527336860670194
260,0.01633486472690148,0.7136294027565084,0.2271567126084737,0.022970903522205207,0.019908116385911178
261,0.048154093097913325,0.46508828250401285,0.0449438202247191,0.16974317817014445,0.27207062600321025
265,0.021052631578947368,0.17894736842105263,0.28421052631578947,0.021052631578947368,0.49473684210526314
267,0.00872093023255814,0.6090116279069767,0.14244186046511628,0.01308139534883721,0.22674418604651161
269,0.02213216957605985,0.5769950124688279,0.2490648379052369,0.03740648379052369,0.11440149625935161
27,0.023484434735117424,0.7482250136537412,0.1223375204806117,0.03440742763517204,0.07154560349535773
270,0.056615981882885795,0.6544807505661598,0.11355548366224523,0.10029116790682627,0.07505661598188289
272,0.0452418096723869,0.01950078003120125,0.7893915756630265,0.0842433697347894,0.06162246489859594
274,0.004672897196261682,0.08411214953271028,0.5350467289719626,0.04205607476635514,0.3341121495327103
276,0.03754813863928113,0.8526957637997432,0.03594351732991014,0.0137997432605905,0.06001283697047497
28,0.018820577164366373,0.39422835633626097,0.44291091593475534,0.020577164366373902,0.12346298619824342
282,0.026472177201512695,0.7147487844408428,0.1880064829821718,0.011345218800648298,0.05942733657482442
283,0.009513742071881607,0.516384778012685,0.03964059196617336,0.049682875264270614,0.38477801268498946
284,0.044012282497441144,0.29580348004094165,0.3224155578300921,0.1647901740020471,0.172978505629478
285,0.0022742040285899934,0.7748538011695907,0.19428200129954515,0.015594541910331383,0.01299545159194282
29,,0.6373477672530447,0.02571041948579161,0.0013531799729364006,0.33558863328822736
3,0.010344827586206896,0.27241379310344827,0.6241379310344828,0.06551724137931035,0.027586206896551724
31,0.0021046301864101023,0.6046301864101022,0.13619963920625375,0.0021046301864101023,0.2549609140108238
33,0.13967468175388967,0.08026874115983026,0.27934936350777934,0.3048090523338048,0.1958981612446959
34,0.004955947136563877,0.5071585903083701,0.42070484581497797,0.026982378854625552,0.040198237885462555
37,0.017865538316878232,0.687353079454631,0.1471556182416549,0.019275975552421252,0.12834978843441466
38,0.13325991189427314,0.7610132158590308,0.004405286343612335,0.098568281938326,0.0027533039647577094
39,0.03289473684210526,0.5673076923076923,0.29706477732793524,0.018724696356275303,0.0840080971659919
4,0.017543859649122806,0.31450577663671375,0.6576807873341891,0.007274283269148481,0.002995293110825845
40,0.023942944472745798,0.4880285277636271,0.19969434538970962,0.034640855832908816,0.2536933265410087
41,0.0020584602717167557,0.7241663235899547,0.16591189790037053,0.0032935364347468094,0.10456978180321119
42,0.026881720430107527,0.6182795698924731,0.1436251920122888,0.02534562211981567,0.1858678955453149
43,0.023737066342057214,0.2714546561168594,0.09190505173463177,0.4339622641509434,0.1789409616555082
44,0.07074395253308992,0.5892286627110909,0.2053856686444546,0.040620721131903244,0.09402099497946144
45,0.010347682119205299,0.7905629139072847,0.013245033112582781,0.006622516556291391,0.17922185430463577
46,0.015769944341372914,0.5589053803339518,0.0686456400742115,0.059369202226345084,0.29730983302411873
47,0.04067107269954245,0.2587697000508388,0.5490594814438231,0.12963904422979156,0.021860701576004067
48,0.013013420089467263,0.7067913786091907,0.023180154534363562,0.033753558357055714,0.22326148840992274
50,0.42416107382550333,0.04832214765100671,0.35078299776286354,0.07516778523489932,0.10156599552572707
51,0.012126111560226353,0.4333063864187551,0.15278900565885206,0.10670978172999192,0.2950687146321746
53,0.007829977628635347,0.441834451901566,0.24272930648769575,0.012304250559284116,0.2953020134228188
54,0.030434782608695653,0.4508695652173913,0.10130434782608695,0.026521739130434784,0.3908695652173913
55,0.007042253521126761,0.34419014084507044,0.5492957746478874,0.025528169014084508,0.07394366197183098
56,0.004188880426504189,0.4291698400609292,0.10814927646610815,0.03655750190403656,0.4219345011424219
57,0.022797927461139896,0.16062176165803108,0.30466321243523314,0.11088082901554404,0.40103626943005183
58,0.0067655477491543065,0.795472287275566,0.017694509497788186,0.04996096799375488,0.13010668748373666
59,0.038170347003154574,0.7009463722397477,0.03406940063091483,0.00914826498422713,0.21766561514195584
6,0.013523131672597865,0.5373665480427047,0.3188612099644128,0.04341637010676157,0.08683274021352314
60,0.0045045045045045045,0.6818693693693694,0.24887387387387389,0.01295045045045045,0.0518018018018018
61,0.013505217925107428,0.004297114794352364,0.24493554327808473,0.4045426642111725,0.332719459791283
63,0.00955631399317406,0.8825938566552901,0.05802047781569966,0.004095563139931741,0.04573378839590444
64,0.03583223249669749,0.5888375165125496,0.1155878467635403,0.07661822985468957,0.18312417437252312
67,0.037379576107899805,0.26628131021194607,0.37533718689788054,0.26011560693641617,0.06088631984585742
68,0.024607329842931937,0.39895287958115183,0.47643979057591623,0.016753926701570682,0.08324607329842931
7,0.002018842530282638,0.4919246298788694,0.08243606998654104,0.0023553162853297443,0.42126514131897713
70,0.0046452702702702705,0.3424831081081081,0.11528716216216216,0.06883445945945946,0.46875
71,0.035375868603916616,0.4939987365761213,0.1655085281111813,0.002526847757422615,0.3025900189513582
72,0.00949367088607595,0.630801687763713,0.24736286919831224,0.05590717299578059,0.05643459915611814
73,0.029804270462633453,0.3896797153024911,0.2931494661921708,0.11921708185053381,0.16814946619217083
74,0.009575104727707959,0.8964691801316577,0.06762417713943747,0.020347097546379412,0.005984440454817474
75,0.05584950029394474,0.4479717813051146,0.1111111111111111,0.30158730158730157,0.08348030570252793
77,,0.04424778761061947,0.581657280772325,0.02333065164923572,0.3507642799678198
8,0.018401015228426396,0.06852791878172589,0.7043147208121827,0.12055837563451777,0.08819796954314721
80,0.042379788101059496,0.5313773431132844,0.27302363488182557,0.006791632708503124,0.14642760119532736
81,0.0004580852038479157,0.7576729271644526,0.1832340815391663,0.0018323408153916628,0.056802565277141545
82,0.08868201861832435,0.09823615874571288,0.05536501714845664,0.17466927976482116,0.5830475257226849
83,0.016652249134948095,0.2528114186851211,0.19939446366782007,0.22512975778546712,0.3060121107266436
84,0.05462962962962963,0.044444444444444446,0.11018518518518519,0.1787037037037037,0.612037037037037
86,0.019975031210986267,0.6179775280898876,0.10861423220973783,0.011860174781523096,0.24157303370786518
87,0.005905511811023622,0.6515748031496063,0.33070866141732286,0.005249343832020997,0.006561679790026247
89,0.0036175710594315244,0.17002583979328165,0.1607235142118863,0.2589147286821705,0.40671834625323
9,0.004201680672268907,0.7871148459383753,0.15873015873015872,0.004668534080298786,0.045284780578898225
90-13787-A,0.0012970168612191958,0.26044098573281455,0.3504539559014267,0.26381322957198444,0.12399481193255513
90-21775-1C,0.03655446977922548,0.13463626492942454,0.7823018458197611,0.04216431415128483,0.004343105320304018
90-526-2M,0.0011527377521613833,0.562536023054755,0.2685878962536023,0.09490874159462055,0.07281460134486072
90-8392-1A,0.0020631850419084463,0.3235332043842682,0.3292069632495164,0.2838168923275306,0.061379754996776274
91,0.012006319115323854,0.7323854660347552,0.22780410742496052,0.0072669826224328595,0.020537124802527645
91-14419-FSC,,0.18681318681318682,0.13186813186813187,0.054945054945054944,0.6263736263736264
91-19553-2A,0.012463436347450082,0.8707872313366399,0.06511509601933105,0.028742210352282842,0.022892025944296072
91-21790-2D,0.0072645990500139705,0.6485051690416317,0.21486448728695165,0.08158703548477228,0.04777870913663034
91-4045-F,0.0028758587633807317,0.696117590669436,0.1682377376577728,0.09346540980987378,0.039303403099536664
92-10570-2E,0.002113758647194466,0.441391237509608,0.3051498847040738,0.13508839354342814,0.11625672559569562
92-16604-B,0.004583651642475172,0.38548510313216194,0.04721161191749427,0.21619556913674562,0.34652406417112297
92-20731-A,0.0011444404288639923,0.263944103120106,0.2486447415973979,0.39724129622936993,0.08902541862426214
92-28299-1B,0.012845370819195347,0.5004847309743092,0.26030053320407176,0.150993698497334,0.07537566650508967
93-15874-A,0.00012941633234114146,0.6035977740390838,0.08036754238384884,0.08360295069237737,0.2323023165523489
93-21557-1A,0.0004021986861509586,0.41573937525137417,0.1583322161147607,0.368950261429146,0.056575948518568175
93-24333-1B,0.002015045674368619,0.25644814615797956,0.20190757657173564,0.4825362708221386,0.05709296077377754
93-9531-1A,0.0044231478068558795,0.7795798009583487,0.10873571691854036,0.061924069295982306,0.045337265020272764
94,0.04007203962179198,0.5497523638000901,0.2796037820801441,0.040522287257991896,0.090049527239982
94-2575-1B,0.006666666666666667,0.12,0.21333333333333335,0.013333333333333334,0.6466666666666666
94-3557-A,,0.46506704304869445,0.5003528581510233,0.016937191249117856,0.017642907551164433
94-6524-1F,0.013944757307589166,0.2172164119066774,0.1535264145883615,0.5046929471708232,0.11061946902654868
94-7523-1B,0.005065032516258129,0.6728364182091046,0.16845922961480742,0.08022761380690345,0.07341170585292646
95,0.0214190093708166,0.5417224453369032,0.37037037037037035,0.04596162427487729,0.020526550647032574
95-12547-3A,0.0015762511493497965,0.3677919348482858,0.1902009720215421,0.26323394194141597,0.17719690003940627
96-14307-G,0.01932367149758454,0.5615013006317354,0.2237086584912672,0.09996283909327387,0.09550353028613898
96-17407-C,0.05217570633120231,0.6289956692101464,0.1600329964941225,0.0870282532480924,0.07176737471643638
96-9792-1I,0.006602978364709188,0.35606912053947737,0.22190221972464175,0.3670272548468671,0.04839842652430458
97,0.0077986529599432825,0.685572492024105,0.22403403048564338,0.008862105636299186,0.07373271889400922
97-11719-4D,0.022561509287173005,0.30253816979480697,0.3233492171545269,0.3210152679179228,0.030535835845570358
97-15244-1H,0.021160409556313993,0.6218430034129693,0.0757679180887372,0.17155858930602957,0.10967007963594995
97-17471-1D,0.010057909174032308,0.47028345016763184,0.4958854007924413,0.020420603474550443,0.0033526363913441025
97-19088-2K,0.0036101083032490976,0.7463297232250301,0.1687123947051745,0.06329723225030084,0.018050541516245487
97-8115-B,0.01315068493150685,0.7802739726027397,0.07342465753424658,0.03287671232876712,0.10027397260273972
98,0.007056451612903226,0.6950604838709677,0.14012096774193547,0.0025201612903225806,0.15524193548387097
98-10384-2E,0.011508704061895551,0.32340425531914896,0.6429400386847195,0.020309477756286266,0.0018375241779497098
98-15913-C,0.005043681887778078,0.7591641898585968,0.14689723498153653,0.004323155903809781,0.08457173736827885
98-22711-1F,0.011208829108466977,0.5854457665114675,0.29798241076047594,0.07208139334367994,0.03328160027590964
98-9915-4O/N,0.0691114245416079,0.09067096514205118,0.38021358049566795,0.3306467862180133,0.12935724360265968
99-23192-1B,0.0460007282437189,0.36642796455880566,0.36485010316786015,0.09479305740987984,0.1279281466197354
99-3530-2D,0.010030864197530864,0.16006515775034294,0.0850480109739369,0.6790980795610425,0.06575788751714677
99-6921-F,0.01619221728910943,0.588926612692609,0.22199007573779053,0.14076782449725778,0.03212326978323322
Apr-64,0.0902176763703121,0.6150887315324766,0.13322842905848414,0.15910481685462016,0.0023603461841070024
JP-TMA2-1_scene01,0.02065677966101695,0.5188912429378532,0.3449858757062147,0.04961158192090395,0.0658545197740113
JP-TMA2-1_scene02,0.021495825190975308,0.6471842245514301,0.2860188310534731,0.014212115828744005,0.03108900337537751
JP-TMA2-1_scene03,0.012859304084720122,0.9009077155824509,0.039636913767019666,0.009228441754916793,0.037367624810892584
JP-TMA2-1_scene04,0.017123287671232876,0.7962328767123288,0.0410958904109589,0.039383561643835614,0.10616438356164383
JP-TMA2-1_scene05,0.028897028897028897,0.19536019536019536,0.7293447293447294,0.042328042328042326,0.00407000407000407
JP-TMA2-1_scene06,0.032157676348547715,0.6673582295988935,0.22406639004149378,0.06829183955739972,0.008125864453665284
JP-TMA2-1_scene07,0.027972027972027972,0.6314536527302484,0.09031394137777117,0.22868620740961165,0.021574170510340725
JP-TMA2-1_scene08,0.0013869625520110957,0.9130836800739713,0.025889967637540454,0.03744798890429958,0.022191400832177532
JP-TMA2-1_scene09,0.017286914765906363,0.21944777911164465,0.7243697478991596,0.014645858343337335,0.024249699879951982
JP-TMA2-1_scene10,0.024021138601969732,0.07590679798222436,0.8263271679077588,0.062454960365121305,0.011289935142925775
JP-TMA2-1_scene11,0.015868351454598882,0.266382603585072,0.6172494857478695,0.09947105495151337,0.001028504260946224
JP-TMA2-1_scene12,0.0018832391713747645,0.748587570621469,0.08662900188323917,0.047080979284369114,0.11581920903954802
JP-TMA2-1_scene13,0.017006041620049227,0.7359588274781831,0.1134481987021705,0.049004251510405016,0.08458268068919221
JP-TMA2-1_scene14,0.013709517186568647,0.7462745877210412,0.06000397377309755,0.017683290284124777,0.1623286310351679
JP-TMA2-1_scene15,0.03658175355450237,0.35545023696682465,0.26880924170616116,0.3246445497630332,0.014514218009478674
JP-TMA2-1_scene16,0.0035211267605633804,0.7303822937625755,0.20824949698189135,0.056841046277665994,0.001006036217303823
JP-TMA2-1_scene17,0.030612244897959183,0.6117216117216118,0.04552590266875981,0.27472527472527475,0.03741496598639456
JP-TMA2-1_scene18,0.009213759213759214,0.8860565110565111,0.013513513513513514,0.07724201474201474,0.013974201474201474
JP-TMA2-1_scene19,0.03830863751355258,0.2735814962052765,0.45428261655222263,0.20310805926996747,0.030719190458980847
